time	V(n003)
3.905407455091704e-05	1.000246e+00
3.925407455091694e-05	1.000104e+00
3.945407455091684e-05	9.999654e-01
3.965407455091673e-05	9.998364e-01
3.985407455091663e-05	9.997228e-01
4.005407455091653e-05	9.996295e-01
4.025407455091642e-05	9.995598e-01
4.045407455091632e-05	9.995155e-01
4.065407455091622e-05	9.994975e-01
4.085407455091611e-05	9.995051e-01
4.105407455091601e-05	9.995363e-01
4.125407455091590e-05	9.995882e-01
4.145407455091580e-05	9.996570e-01
4.165407455091570e-05	9.997383e-01
4.185407455091559e-05	9.998274e-01
4.205407455091549e-05	9.999194e-01
4.245407455091528e-05	1.000094e+00
4.265407455091518e-05	1.000168e+00
4.285407455091508e-05	1.000229e+00
4.305407455091497e-05	1.000276e+00
4.325407455091487e-05	1.000305e+00
4.345407455091477e-05	1.000318e+00
4.365407455091466e-05	1.000314e+00
4.385407455091456e-05	1.000295e+00
4.405407455091446e-05	1.000263e+00
4.425407455091435e-05	1.000219e+00
4.445407455091425e-05	1.000167e+00
4.465407455091414e-05	1.000110e+00
4.485407455091404e-05	1.000050e+00
4.525407455091383e-05	9.999374e-01
4.545407455091373e-05	9.998890e-01
4.565407455091363e-05	9.998489e-01
4.585407455091352e-05	9.998185e-01
4.605407455091342e-05	9.997988e-01
4.625407455091332e-05	9.997900e-01
4.645407455091321e-05	9.997919e-01
4.665407455091311e-05	9.998038e-01
4.685407455091301e-05	9.998245e-01
4.705407455091290e-05	9.998525e-01
4.725407455091280e-05	9.998859e-01
4.745407455091269e-05	9.999228e-01
4.765407455091259e-05	9.999612e-01
4.805407455091238e-05	1.000035e+00
4.825407455091228e-05	1.000066e+00
4.845407455091218e-05	1.000092e+00
4.865407455091207e-05	1.000112e+00
4.885407455091197e-05	1.000126e+00
4.905407455091187e-05	1.000132e+00
4.925407455091176e-05	1.000131e+00
4.945407455091166e-05	1.000124e+00
4.965407455091156e-05	1.000111e+00
4.985407455091145e-05	1.000093e+00
4.999999999999991e-05	1.000078e+00
